Gene,Transcrit,Protein,Accession
Acc28610,Acc28610.1,c982.a1.a1,PSR91267
Acc28621,Acc28621.1,d2381.a1.a1,PSR91278
Acc28624,Acc28624.1,b39.a4.a1,PSR91281
Acc28644,Acc28644.1,d2194.a2.a1,PSR91299
Acc28645,Acc28645.1,d2516.a1.a1,PSR91300
Acc28646,Acc28646.1,c936.a1.a1,PSR91301
Acc28663,Acc28663.1,c496.a2.a1,PSR91318
Acc28664,Acc28664.1,c624.a3.a1,PSR91319
Acc28676,Acc28676.1,c140.a5.a1,PSR91331
Acc28690,Acc28690.1,c394.a1.a1,PSR91345
Acc28700,Acc28700.1,d1633.a2.a1,PSR91356
Acc28706,Acc28706.1,b31.a1.a1,PSR91362
Acc28711,Acc28711.1,d3027.a1.a1,PSR91367
Acc28713,Acc28713.1,d1552.a1.a1,PSR91369
Acc28732,Acc28732.1,c502.a1.a1,PSR91388
Acc28733,Acc28733.1,d2894.a2.a1,PSR91389
Acc28741,Acc28741.1,d1756.a1.a1,PSR91397
Acc28752,Acc28752.1,d1142.a1.a1,PSR91408
Acc28759,Acc28759.1,a9.a8.a1,PSR91415
Acc28761,Acc28761.1,c556.a1.a1,PSR91417
Acc28768,Acc28768.1,c520.a1.a1,PSR91424
Acc28782,Acc28782.1,c588.a2.a1,PSR91438
Acc28783,Acc28783.1,c342.a2.a1,PSR91439
Acc28787,Acc28787.1,d2923.a1.a1,PSR91443
Acc28790,Acc28790.1,d1202.a1.a1,PSR91446
Acc28800,Acc28800.1,c453.a2.a1,PSR91456
Acc28805,Acc28805.1,c756.a2.a1,PSR91461
Acc28809,Acc28809.1,c888.a2.a1,PSR91465
Acc28815,Acc28815.1,d1406.a2.a1,PSR91471
Acc28820,Acc28820.1,c172.a3.a1,PSR91476
Acc28823,Acc28823.1,c649.a2.a1,PSR91479
Acc28827,Acc28827.1,c266.a2.a1,PSR91483
Acc28834,Acc28834.1,c206.b10.a1,PSR91490
Acc28837,Acc28837.1,d2799.a1.a1,PSR91493
Acc28839,Acc28839.1,c702.a3.a1,PSR91495
Acc28841,Acc28841.1,c632.a2.a1,PSR91497
Acc28842,Acc28842.1,c570.a3.a1,PSR91498
Acc28843,Acc28843.1,c364.a5.a1,PSR91499
Acc28844,Acc28844.1,c570.a1.a1,PSR91500
Acc28845,Acc28845.1,d1907.a1.a1,PSR91501
Acc28846,Acc28846.1,b11.a6.a1,PSR91502
Acc28848,Acc28848.1,d2374.a1.a1,PSR91504
Acc28851,Acc28851.1,b12.a7.a1,PSR91507
Acc28852,Acc28852.1,b12.a6.a1,PSR91508
Acc28853,Acc28853.1,b12.a3.a1,PSR91509
Acc28854,Acc28854.1,b12.a2.a1,PSR91510
Acc28855,Acc28855.1,c282.a3.a1,PSR91511
Acc28869,Acc28869.1,c975.a2.a1,PSR91525
Acc28870,Acc28870.1,d2832.a1.a1,PSR91526
Acc28876,Acc28876.1,c400.a1.a1,PSR91531
Acc28891,Acc28891.1,d1442.a2.a1,PSR91546
Acc28892,Acc28892.1,d1228.a1.a1,PSR91547
Acc28896,Acc28896.1,d2807.a1.a1,PSR91551
Acc28902,Acc28902.1,d1769.a1.a1,PSR91557
Acc28904,Acc28904.1,c974.a1.a1,PSR91559
Acc28905,Acc28905.1,b82.a2.a1,PSR91560
Acc28910,Acc28910.1,d1770.a2.a1,PSR91565
Acc28911,Acc28911.1,d1007.a1.a1,PSR91566
Acc28917,Acc28917.1,d2719.a1.a1,PSR91572
Acc28925,Acc28925.1,d2657.a1.a1,PSR91580
Acc28932,Acc28932.1,d1508.a1.a1,PSR91587
Acc28935,Acc28935.1,d1515.a2.a1,PSR91590
Acc28936,Acc28936.1,c902.a1.a1,PSR91591
Acc28944,Acc28944.1,d1918.a1.a1,PSR91599
Acc28950,Acc28950.1,c471.a2.a1,PSR91688
Acc28951,Acc28951.1,c482.a6.a1,PSR91687
Acc28959,Acc28959.1,d1898.a1.a1,PSR91679
Acc28960,Acc28960.1,d3010.a1.a1,PSR91678
Acc28964,Acc28964.1,d2454.a1.a1,PSR91674
Acc28970,Acc28970.1,c607.a1.a1,PSR91668
Acc28976,Acc28976.1,d3292.a1.a1,PSR91663
Acc28978,Acc28978.1,c216.a3.a1,PSR91661
Acc28986,Acc28986.1,c587.a2.a1,PSR91653
Acc28990,Acc28990.1,d2143.a2.a1,PSR91649
Acc28993,Acc28993.1,d2066.a1.a1,PSR91646
Acc28999,Acc28999.1,d1169.a1.a1,PSR91640
Acc29000,Acc29000.1,d2087.a2.a1,PSR91639
Acc29007,Acc29007.1,d1262.a1.a1,PSR91632
Acc29021,Acc29021.1,c398.a1.a1,PSR91618
Acc29026,Acc29026.1,d1176.a2.a1,PSR91613
Acc29034,Acc29034.1,d2318.a2.a1,PSR91606
Acc29035,Acc29035.1,c579.a3.a1,PSR91605
Acc29049,Acc29049.1,c150.a4.a1,PSR91703
Acc29052,Acc29052.1,c562.a1.a1,PSR91706
Acc29053,Acc29053.1,c366.a1.a1,PSR91707
Acc29055,Acc29055.1,d2696.a1.a1,PSR91709
Acc29070,Acc29070.1,d2535.a1.a1,PSR91724
Acc29080,Acc29080.1,c163.a4.a1,PSR91734
Acc29081,Acc29081.1,c140.a3.a1,PSR91735
Acc29087,Acc29087.1,c624.a4.a1,PSR91740
Acc29089,Acc29089.1,c496.a1.a1,PSR91742
Acc29093,Acc29093.1,b63.a4.a1,PSR91746
Acc29094,Acc29094.1,b63.a3.a1,PSR91747
Acc29101,Acc29101.1,d1578.a1.a1,PSR91754
Acc29102,Acc29102.1,c264.a1.a1,PSR91755
Acc29104,Acc29104.1,d2194.a1.a1,PSR91757
Acc29106,Acc29106.1,d2697.a1.a1,PSR91759
Acc29109,Acc29109.1,c515.a2.a1,PSR91762
Acc29113,Acc29113.1,c354.a2.a1,PSR91766
Acc29114,Acc29114.1,c581.a4.a1,PSR91767
Acc29120,Acc29120.1,b39.a5.a1,PSR91773
Acc29127,Acc29127.1,d2402.a1.a1,PSR91780
Acc29128,Acc29128.1,d1503.a1.a1,PSR91781
Acc29135,Acc29135.1,d1220.a1.a1,PSR91788
Acc29136,Acc29136.1,c137.a2.a1,PSR91789
Acc29138,Acc29138.1,d2061.a1.a1,PSR91791
Acc29141,Acc29141.1,d2054.a1.a1,PSR91794
Acc29143,Acc29143.1,d2382.a1.a1,PSR91796
Acc29147,Acc29147.1,d1470.a1.a1,PSR91800
Acc29153,Acc29153.1,d2205.a1.a1,PSR91806
Acc29166,Acc29166.1,c128.b11.a1,PSR91819
Acc29168,Acc29168.1,d1683.a3.a1,PSR91821
Acc29181,Acc29181.1,c518.a1.a1,PSR91834
Acc29184,Acc29184.1,c229.a3.a1,PSR91837
Acc29185,Acc29185.1,d1594.a1.a1,PSR91838
Acc29186,Acc29186.1,d1944.a1.a1,PSR91839
Acc29191,Acc29191.1,c567.a1.a1,PSR91844
Acc29192,Acc29192.1,d2990.a1.a1,PSR91845
Acc29196,Acc29196.1,d2300.a2.a1,PSR91849
Acc29198,Acc29198.1,c677.a1.a1,PSR91851
Acc29201,Acc29201.1,d2924.a1.a1,PSR91854
Acc29203,Acc29203.1,d3348.a1.a1,PSR91856
Acc29208,Acc29208.1,c125.a1.a1,PSR91861
Acc29217,Acc29217.1,b32.a8.a1,PSR91870
Acc29219,Acc29219.1,c510.a1.a1,PSR91872
Acc29220,Acc29220.1,d2330.a1.a1,PSR91873
Acc29223,Acc29223.1,d2221.a2.a1,PSR91876
Acc29225,Acc29225.1,c314.a5.a1,PSR91878
Acc29228,Acc29228.1,d1461.a2.a1,PSR91881
Acc29236,Acc29236.1,c219.b11.a1,PSR91888
Acc29246,Acc29246.1,c854.a1.a1,PSR91898
Acc29249,Acc29249.1,d2393.a1.a1,PSR91901
Acc29250,Acc29250.1,d1671.a1.a1,PSR91902
Acc29264,Acc29264.1,d1772.a1.a1,PSR89070
Acc29265,Acc29265.1,c363.a1.a1,PSR89071
Acc29266,Acc29266.1,d2783.a1.a1,PSR89072
Acc29270,Acc29270.1,c468.a2.a1,PSR89076
Acc29271,Acc29271.1,d2597.a1.a1,PSR89077
Acc29273,Acc29273.1,c226.a1.a1,PSR89079
Acc29280,Acc29280.1,d1340.a1.a1,PSR89086
Acc29287,Acc29287.1,d2987.a1.a1,PSR89093
Acc29296,Acc29296.1,c909.a1.a1,PSR89102
Acc29302,Acc29302.1,b89.a3.a1,PSR89108
Acc29311,Acc29311.1,d1941.a1.a1,PSR89116
Acc29315,Acc29315.1,d1512.a1.a1,PSR89120
Acc29322,Acc29322.1,d3289.a1.a1,PSR89127
Acc29325,Acc29325.1,b32.a2.a1,PSR89130
Acc29328,Acc29328.1,d1889.a1.a1,PSR89133
Acc29331,Acc29331.1,d2253.a1.a1,PSR89136
Acc29336,Acc29336.1,c755.a1.a1,PSR89141
Acc29345,Acc29345.1,c208.a3.a1,PSR89150
Acc29364,Acc29364.1,d1863.a1.a1,PSR89168
Acc29370,Acc29370.1,d3184.a1.a1,PSR89174
Acc29373,Acc29373.1,c782.a1.a1,PSR89177
Acc29378,Acc29378.1,c923.a1.a1,PSR89181
Acc29385,Acc29385.1,c261.a1.a1,PSR89188
Acc29411,Acc29411.1,c155.a2.a1,PSR89213
Acc29414,Acc29414.1,c390.a1.a1,PSR89216
Acc29422,Acc29422.1,d2143.a1.a1,PSR89224
Acc29429,Acc29429.1,d2087.a1.a1,PSR89231
Acc29432,Acc29432.1,d1051.a1.a1,PSR89234
Acc29446,Acc29446.1,d2114.a1.a1,PSR89248
Acc29451,Acc29451.1,d2115.a1.a1,PSR89253
Acc29454,Acc29454.1,d1176.a1.a1,PSR89256
Acc29464,Acc29464.1,d2318.a1.a1,PSR89267
Acc29466,Acc29466.1,c579.a4.a1,PSR89269
Acc29467,Acc29467.1,d3230.a1.a1,PSR89270
Acc29471,Acc29471.1,d1506.a1.a1,PSR89274
Acc29476,Acc29476.1,d2696.a2.a1,PSR89279
Acc29478,Acc29478.1,d3004.a1.a1,PSR89281
Acc29483,Acc29483.1,c216.a1.a1,PSR89286
Acc29497,Acc29497.1,c163.a1.a1,PSR89300
Acc29499,Acc29499.1,c140.a4.a1,PSR89302
Acc29508,Acc29508.1,b63.a1.a1,PSR89311
Acc29509,Acc29509.1,b63.a2.a1,PSR89312
Acc29513,Acc29513.1,c264.a2.a1,PSR89316
Acc29514,Acc29514.1,d2194.a3.a1,PSR89317
Acc29517,Acc29517.1,d2697.a2.a1,PSR89319
Acc29519,Acc29519.1,c515.a1.a1,PSR89321
Acc29525,Acc29525.1,c354.a1.a1,PSR89327
Acc29526,Acc29526.1,c581.a6.a1,PSR89328
Acc29528,Acc29528.1,d2881.a1.a1,PSR89330
Acc29529,Acc29529.1,d1619.a1.a1,PSR89331
Acc29530,Acc29530.1,d2715.a1.a1,PSR89332
Acc29532,Acc29532.1,d1354.a1.a1,PSR89334
Acc29533,Acc29533.1,c310.a1.a1,PSR89335
Acc29544,Acc29544.1,d3369.a1.a1,PSR89346
Acc29548,Acc29548.1,d3231.a1.a1,PSR89350
Acc29555,Acc29555.1,d1368.a1.a1,PSR89357
Acc29558,Acc29558.1,c698.a1.a1,PSR89360
Acc29568,Acc29568.1,d1362.a1.a1,PSR89370
Acc29573,Acc29573.1,d2173.a1.a1,PSR89374
Acc29575,Acc29575.1,c341.a2.a1,PSR89376
Acc29578,Acc29578.1,c541.a4.a1,PSR89379
Acc29585,Acc29585.1,c374.a2.a1,PSR89386
Acc29588,Acc29588.1,c944.a1.a1,PSR89389
Acc29591,Acc29591.1,b45.a2.a1,PSR89392
Acc29592,Acc29592.1,c182.a2.a1,PSR89393
Acc29599,Acc29599.1,d2351.a1.a1,PSR89400
Acc29603,Acc29603.1,b68.a1.a1,PSR89404
Acc29612,Acc29612.1,d2878.a1.a1,PSR89413
Acc29620,Acc29620.1,b32.a7.a1,PSR89419
Acc29622,Acc29622.1,d2068.a2.a1,PSR89421
Acc29624,Acc29624.1,c355.a6.a1,PSR89423
Acc29626,Acc29626.1,c810.a3.a1,PSR89425
Acc29628,Acc29628.1,d2319.a1.a1,PSR89427
Acc29631,Acc29631.1,c307.a1.a1,PSR89430
Acc29662,Acc29662.1,d1127.a1.a1,PSR89461
Acc29690,Acc29690.1,b23.a3.a1,PSR89489
Acc29692,Acc29692.1,c435.a1.a1,PSR89491
Acc29697,Acc29697.1,c557.a1.a1,PSR89496
Acc29702,Acc29702.1,c805.a1.a1,PSR89501
Acc29705,Acc29705.1,b17.a2.a1,PSR89504
Acc29707,Acc29707.1,c480.a2.a1,PSR89506
Acc29715,Acc29715.1,c166.a3.a1,PSR89513
Acc29717,Acc29717.1,d1230.a1.a1,PSR89515
Acc29725,Acc29725.1,c613.a5.a1,PSR89523
Acc29729,Acc29729.1,c159.a1.a1,PSR89527
Acc29733,Acc29733.1,c653.a1.a1,PSR89531
Acc29743,Acc29743.1,c405.a1.a1,PSR89540
Acc29746,Acc29746.1,c288.a1.a1,PSR89543
Acc29750,Acc29750.1,d3370.a1.a1,PSR89547
Acc29751,Acc29751.1,d1849.a2.a1,PSR89548
Acc29755,Acc29755.1,d1661.a2.a1,PSR89552
Acc29756,Acc29756.1,d3216.a1.a1,PSR89553
Acc29758,Acc29758.1,d2184.a2.a1,PSR89555
Acc29760,Acc29760.1,d2184.a1.a1,PSR89557
Acc29763,Acc29763.1,c838.a2.a1,PSR89560
Acc29771,Acc29771.1,d2123.a1.a1,PSR89568
Acc29777,Acc29777.1,d1755.a1.a1,PSR89573
Acc29781,Acc29781.1,d2911.a1.a1,PSR89577
Acc29790,Acc29790.1,d1481.a1.a1,PSR89585
Acc29800,Acc29800.1,b62.a2.a1,PSR89594
Acc29805,Acc29805.1,d2805.a1.a1,PSR89599
Acc29826,Acc29826.1,d1614.a1.a1,PSR89620
Acc29838,Acc29838.1,b88.a1.a1,PSR89632
Acc29846,Acc29846.1,c130.a1.a1,PSR89640
Acc29850,Acc29850.1,d1136.a2.a1,PSR89644
Acc29853,Acc29853.1,d2380.a1.a1,PSR89647
Acc29859,Acc29859.1,d3217.a1.a1,PSR89653
Acc29863,Acc29863.1,d2257.a1.a1,PSR89657
Acc29867,Acc29867.1,c921.a1.a1,PSR89661
Acc29870,Acc29870.1,d1493.a1.a1,PSR89664
Acc29878,Acc29878.1,d2302.a1.a1,PSR89672
Acc29879,Acc29879.1,d1949.a1.a1,PSR89673
Acc29882,Acc29882.1,c847.a3.a1,PSR89676
Acc29893,Acc29893.1,c885.a1.a1,PSR89687
Acc29900,Acc29900.1,d2780.a2.a1,PSR89694
Acc29905,Acc29905.1,c636.a1.a1,PSR89699
Acc29908,Acc29908.1,d1584.a2.a1,PSR89702
Acc29911,Acc29911.1,d1066.a2.a1,PSR89705
Acc29923,Acc29923.1,c791.a2.a1,PSR89717
Acc29926,Acc29926.1,d1225.a1.a1,PSR89720
Acc29927,Acc29927.1,d2764.a1.a1,PSR89721
Acc29939,Acc29939.1,c930.a1.a1,PSR89733
Acc29944,Acc29944.1,c626.a1.a1,PSR89738
Acc29948,Acc29948.1,d1565.a1.a1,PSR89742
Acc29950,Acc29950.1,d3172.a1.a1,PSR89744
Acc29958,Acc29958.1,d2273.a1.a1,PSR89752
Acc29961,Acc29961.1,d1740.a2.a1,PSR89755
Acc29963,Acc29963.1,c884.a1.a1,PSR89757
Acc29972,Acc29972.1,d1565.a2.a1,PSR89779
Acc29979,Acc29979.1,d2273.a2.a1,PSR89786
Acc29983,Acc29983.1,d1740.a1.a1,PSR89790
Acc29985,Acc29985.1,d2973.a1.a1,PSR89792
Acc29990,Acc29990.1,c211.a1.a1,PSR89797
Acc30001,Acc30001.1,c346.a1.a1,PSR89808
Acc30006,Acc30006.1,d1224.a2.a1,PSR89813
Acc30008,Acc30008.1,c456.a5.a1,PSR89815
Acc30013,Acc30013.1,d2962.a1.a1,PSR89820
Acc30026,Acc30026.1,d2060.a1.a1,PSR89833
Acc30039,Acc30039.1,c911.a2.a1,PSR89846
Acc30047,Acc30047.1,d1420.a1.a1,PSR89853
Acc30055,Acc30055.1,c694.a3.a1,PSR89860
Acc30067,Acc30067.1,d1541.a1.a1,PSR89872
Acc30076,Acc30076.2,c189.a1.a1,PSR89881
Acc30080,Acc30080.1,d2655.a1.a1,PSR89885
Acc30085,Acc30085.1,d2288.a3.a1,PSR89890
Acc30090,Acc30090.1,c136.a1.a1,PSR89895
Acc30115,Acc30115.1,d2963.a1.a1,PSR89920
Acc30117,Acc30117.1,c521.a1.a1,PSR89922
Acc30124,Acc30124.1,d1458.a3.a1,PSR89928
Acc30131,Acc30131.1,b28.a3.a1,PSR89934
Acc30144,Acc30144.1,a7.a2.a1,PSR89947
Acc30147,Acc30147.1,c207.a3.a1,PSR89950
Acc30151,Acc30151.1,d2035.a1.a1,PSR89954
Acc30173,Acc30173.1,c111.a2.a1,PSR89976
Acc30179,Acc30179.1,d1388.a2.a1,PSR89982
Acc30185,Acc30185.1,d2188.a1.a1,PSR89988
Acc30186,Acc30186.1,d1093.a2.a1,PSR89989
Acc30188,Acc30188.1,c583.a2.a1,PSR89991
Acc30192,Acc30192.1,c181.a1.a1,PSR89995
Acc30193,Acc30193.1,d1525.a1.a1,PSR89996
Acc30195,Acc30195.1,d1118.a1.a1,PSR89998
Acc30203,Acc30203.1,c851.a1.a1,PSR90007
Acc30212,Acc30212.1,b88.a6.a1,PSR90016
Acc30217,Acc30217.1,d1845.a1.a1,PSR90021
Acc30225,Acc30225.1,d1148.a1.a1,PSR90028
Acc30237,Acc30237.1,c482.b13.a1,PSR90040
Acc30238,Acc30238.1,d1727.a1.a1,PSR90041
Acc30239,Acc30239.1,d1380.a2.a1,PSR90042
Acc30249,Acc30249.1,d1680.a1.a1,PSR90052
Acc30255,Acc30255.1,a9.a4.a1,PSR90058
Acc30276,Acc30276.1,c927.a4.a1,PSR90079
Acc30282,Acc30282.1,d2025.a1.a1,PSR90085
Acc30287,Acc30287.1,b81.a2.a1,PSR90090
Acc30292,Acc30292.1,d1311.a1.a1,PSR90095
Acc30298,Acc30298.1,c523.a2.a1,PSR90100
Acc30300,Acc30300.1,d1177.a1.a1,PSR90102
Acc30301,Acc30301.1,c208.a1.a1,PSR90103
Acc30306,Acc30306.1,d2988.a1.a1,PSR90108
Acc30310,Acc30310.1,c413.a1.a1,PSR90112
Acc30323,Acc30323.1,c478.a1.a1,PSR90125
Acc30325,Acc30325.1,d2608.a1.a1,PSR90127
Acc30346,Acc30346.1,d2144.a1.a1,PSR90148
Acc30349,Acc30349.1,d1393.a2.a1,PSR90151
Acc30350,Acc30350.1,d2989.a1.a1,PSR90152
Acc30351,Acc30351.1,d2149.a1.a1,PSR90153
Acc30369,Acc30369.1,d2464.a2.a1,PSR90171
Acc30376,Acc30376.1,c422.a2.a1,PSR90178
Acc30377,Acc30377.1,c422.a1.a1,PSR90179
Acc30383,Acc30383.1,c542.a2.a1,PSR90185
Acc30390,Acc30390.1,d2804.a2.a1,PSR90192
Acc30397,Acc30397.1,d2964.a1.a1,PSR90199
Acc30400,Acc30400.1,c197.a1.a1,PSR90202
Acc30414,Acc30414.1,d1342.a2.a1,PSR90215
Acc30415,Acc30415.1,c742.a1.a1,PSR90216
Acc30428,Acc30428.1,c306.a1.a1,PSR90228
Acc30430,Acc30430.1,d1328.a1.a1,PSR90230
Acc30433,Acc30433.1,c557.a2.a1,PSR90233
Acc30454,Acc30454.1,c696.a4.a1,PSR90254
Acc30457,Acc30457.1,d2740.a2.a1,PSR90257
Acc30459,Acc30459.1,d1290.a2.a1,PSR90259
Acc30464,Acc30464.1,c118.a2.a1,PSR90264
Acc30474,Acc30474.1,b66.a1.a1,PSR90272
Acc30476,Acc30476.1,d1038.a1.a1,PSR90274
Acc30481,Acc30481.1,d1153.a1.a1,PSR90279
Acc30482,Acc30482.1,c137.a3.a1,PSR90280
Acc30486,Acc30486.1,d3290.a1.a1,PSR90284
Acc30492,Acc30492.1,c192.a2.a1,PSR87445
Acc30496,Acc30496.1,c355.a5.a1,PSR87449
Acc30506,Acc30506.2,d3169.a1.a1,PSR87459
Acc30511,Acc30511.1,d2588.a1.a1,PSR87464
Acc30513,Acc30513.1,d1346.a1.a1,PSR87466
Acc30519,Acc30519.1,c687.a3.a1,PSR87472
Acc30520,Acc30520.1,d2680.a1.a1,PSR87473
Acc30521,Acc30521.1,d1190.a1.a1,PSR87474
Acc30525,Acc30525.1,d2033.a1.a1,PSR87478
Acc30537,Acc30537.1,d1956.a1.a1,PSR87489
Acc30547,Acc30547.1,c841.a1.a1,PSR87499
Acc30549,Acc30549.1,c564.a3.a1,PSR87501
Acc30551,Acc30551.1,d2831.a1.a1,PSR87503
Acc30557,Acc30557.1,c829.a2.a1,PSR87509
Acc30558,Acc30558.1,b17.a6.a1,PSR87510
Acc30560,Acc30560.1,d2521.a2.a1,PSR87512
Acc30563,Acc30563.1,c117.a2.a1,PSR87515
Acc30566,Acc30566.1,d3170.a1.a1,PSR87518
Acc30575,Acc30575.1,d1229.a1.a1,PSR87527
Acc30576,Acc30576.1,c591.a1.a1,PSR87528
Acc30585,Acc30585.1,d3367.a1.a1,PSR87537
Acc30587,Acc30587.1,c645.a1.a1,PSR87539
Acc30589,Acc30589.1,c606.a1.a1,PSR87541
Acc30591,Acc30591.1,c399.a4.a1,PSR87543
Acc30604,Acc30604.1,d1017.a2.a1,PSR87556
Acc30608,Acc30608.1,d2709.a2.a1,PSR87560
Acc30614,Acc30614.1,c799.a1.a1,PSR87566
Acc30616,Acc30616.1,c696.b13.a1,PSR87568
Acc30620,Acc30620.1,d3350.a1.a1,PSR87572
Acc30625,Acc30625.1,d1050.a1.a1,PSR87578
Acc30635,Acc30635.1,c963.a1.a1,PSR87588
Acc30638,Acc30638.1,d2915.a1.a1,PSR87591
Acc30657,Acc30657.1,d1447.a1.a1,PSR87610
Acc30663,Acc30663.1,c958.a1.a1,PSR87616
Acc30664,Acc30664.1,c892.a2.a1,PSR87617
Acc30698,Acc30698.1,c615.a2.a1,PSR87652
Acc30710,Acc30710.1,d2661.a1.a1,PSR87664
Acc30711,Acc30711.1,b15.a3.a1,PSR87665
Acc30712,Acc30712.1,c812.a4.a1,PSR87666
Acc30713,Acc30713.1,d2551.a1.a1,PSR87667
Acc30715,Acc30715.1,d2257.a2.a1,PSR87669
Acc30718,Acc30718.1,d2619.a1.a1,PSR87672
Acc30724,Acc30724.1,c668.a1.a1,PSR87678
Acc30728,Acc30728.1,d2400.a1.a1,PSR87682
Acc30734,Acc30734.1,d1913.a1.a1,PSR87688
Acc30741,Acc30741.1,d2862.a1.a1,PSR87695
Acc30759,Acc30759.1,c107.a2.a1,PSR87713
Acc30761,Acc30761.1,c246.a1.a1,PSR87715
Acc30763,Acc30763.1,d1336.a1.a1,PSR87717
Acc30767,Acc30767.1,d1352.a1.a1,PSR87721
Acc30772,Acc30772.1,d3227.a1.a1,PSR87726
Acc30779,Acc30779.1,d1651.a1.a1,PSR87733
Acc30791,Acc30791.1,b89.a5.a1,PSR87745
Acc30800,Acc30800.1,d1284.a1.a1,PSR87753
Acc30810,Acc30810.2,d1249.a2.a1,PSR87780
Acc30820,Acc30820.1,d1975.a1.a1,PSR87790
Acc30821,Acc30821.1,d1815.a1.a1,PSR87791
Acc30823,Acc30823.1,d1166.a1.a1,PSR87793
Acc30828,Acc30828.1,d1082.a2.a1,PSR87798
Acc30829,Acc30829.1,d1082.a1.a1,PSR87799
Acc30831,Acc30831.1,d2866.a1.a1,PSR87801
Acc30837,Acc30837.1,d1477.a1.a1,PSR87807
Acc30839,Acc30839.1,c173.a1.a1,PSR87809
Acc30840,Acc30840.1,d1097.a1.a1,PSR87810
Acc30840,Acc30840.2,d1097.a1.a1,PSR87810
Acc30849,Acc30849.1,c483.a2.a1,PSR87820
Acc30857,Acc30857.1,d1410.a1.a1,PSR87828
Acc30863,Acc30863.1,d2855.a1.a1,PSR87834
Acc30869,Acc30869.1,c145.a1.a1,PSR87840
Acc30870,Acc30870.1,b47.a5.a1,PSR87841
Acc30879,Acc30879.1,d1629.a1.a1,PSR87850
Acc30889,Acc30889.1,d3283.a1.a1,PSR87860
Acc30893,Acc30893.1,d1599.a1.a1,PSR87864
Acc30898,Acc30898.1,d2401.a1.a1,PSR87869
Acc30907,Acc30907.1,d2947.a1.a1,PSR87878
Acc30920,Acc30920.1,d1390.a3.a1,PSR87891
Acc30930,Acc30930.1,d1403.a2.a1,PSR87900
Acc30934,Acc30934.1,d3086.a1.a1,PSR87904
Acc30946,Acc30946.1,c846.a1.a1,PSR87916
Acc30949,Acc30949.1,d1231.a1.a1,PSR87919
Acc30951,Acc30951.1,d3228.a1.a1,PSR87921
Acc30952,Acc30952.1,d1104.a2.a1,PSR87922
Acc30958,Acc30958.1,d1178.a2.a1,PSR87928
Acc30970,Acc30970.1,d1445.a1.a1,PSR87940
Acc30975,Acc30975.1,d2349.a1.a1,PSR87945
Acc30977,Acc30977.1,d1490.a2.a1,PSR87947
Acc30982,Acc30982.1,d2440.a1.a1,PSR87952
Acc30988,Acc30988.1,d2798.a1.a1,PSR87958
Acc30989,Acc30989.1,d2664.a1.a1,PSR87959
Acc30990,Acc30990.1,d2433.a1.a1,PSR87960
Acc30993,Acc30993.1,d2295.a1.a1,PSR87963
Acc31001,Acc31001.1,d3284.a1.a1,PSR87971
Acc31012,Acc31012.1,d2884.a1.a1,PSR87982
Acc31023,Acc31023.1,d2914.a3.a1,PSR87993
Acc31033,Acc31033.1,d2782.a1.a1,PSR88003
Acc31042,Acc31042.1,d3056.a1.a1,PSR88012
Acc31045,Acc31045.1,d1607.a1.a1,PSR88015
Acc31046,Acc31046.1,d3107.a1.a1,PSR88016
Acc31047,Acc31047.1,c164.a3.a1,PSR88017
Acc31048,Acc31048.1,d1816.a1.a1,PSR88018
Acc31056,Acc31056.1,d1957.a1.a1,PSR88026
Acc31057,Acc31057.1,c740.a2.a1,PSR88027
Acc31063,Acc31063.1,d1068.a2.a1,PSR88033
Acc31080,Acc31080.1,d2203.a1.a1,PSR88050
Acc31091,Acc31091.1,c525.a2.a1,PSR88061
Acc31096,Acc31096.1,d2539.a1.a1,PSR88066
Acc31098,Acc31098.1,d2373.a1.a1,PSR88068
Acc31105,Acc31105.1,d1924.a1.a1,PSR88075
Acc31108,Acc31108.1,c798.a1.a1,PSR88078
Acc31109,Acc31109.1,d3113.a1.a1,PSR88079
Acc31112,Acc31112.1,d3171.a1.a1,PSR88082
Acc31113,Acc31113.1,d1250.a1.a1,PSR88083
Acc31116,Acc31116.1,d2391.a1.a1,PSR88086
Acc31120,Acc31120.1,c807.a1.a1,PSR88090
Acc31121,Acc31121.1,c807.a2.a1,PSR88091
Acc31125,Acc31125.1,d2741.a1.a1,PSR88095
Acc31126,Acc31126.1,d3285.a1.a1,PSR88096
Acc31129,Acc31129.1,c762.a1.a1,PSR88100
Acc31130,Acc31130.1,c655.a1.a1,PSR88101
Acc31131,Acc31131.1,d2544.a1.a1,PSR88102
Acc31133,Acc31133.1,d3286.a1.a1,PSR88104
Acc31138,Acc31138.1,c398.a3.a1,PSR88109
Acc31140,Acc31140.1,d3229.a1.a1,PSR88111
Acc31148,Acc31148.1,d3087.a1.a1,PSR88118
Acc31149,Acc31149.1,c866.a1.a1,PSR88119
Acc31150,Acc31150.1,d2372.a1.a1,PSR88120
Acc31156,Acc31156.1,d2420.a1.a1,PSR88126
Acc31157,Acc31157.1,c419.a3.a1,PSR88127
Acc31167,Acc31167.1,b59.a3.a1,PSR88137
Acc31168,Acc31168.1,d1277.a1.a1,PSR88138
Acc31171,Acc31171.1,d1292.a1.a1,PSR88141
Acc31173,Acc31173.1,d3057.a1.a1,PSR88143
Acc31175,Acc31175.1,d1030.a1.a1,PSR88145
